total_number_account,Amount_Allocated,Amount_Collected,Account_number,Cusstomer Name ,No_unique_visit,Bucket,Agency Name,Regions,Zone,Sector,product_type
796,145831,87597,Q79098933648725O,Gkghly Wcxogp,16,SMA 2,Agency 6,Bihar,South + Union Territories,Manufacturing,Home Loan
1093,66162,37585,W32372019015066X,Ztmbcz Khkwun,19,SMA 1,Agency 6,Jharkhand,East + West India,Food and Beverage,Mortgage Loan
437,191872,191871,N80722042344068B,Qszgee Lnviwy,13,SMA 2,Agency 8,Odisha,East + Northeast India,Healthcare,Gold Loan
2480,3483,3482,Z73474772606180E,Brwtdq Jahkak,11,SMA 0,Agency 4,West Bengal,East + Central India,Energy,Overdraft Facility
1287,3824,3823,O15144131353680U,Leyszf Oyjtro,16,SMA 2,Agency 5,Sikkim,East + Union Territories,Manufacturing,Car Loan
1777,152225,152224,T88925593343129G,Cgxegn Ekcbim,15,SMA 2,Agency 7,Andaman and Nicobar Islands,West + Northeast India,Energy,Car Loan
2165,191673,88908,N45171577278247A,Vxcooi Kkjzmf,14,SMA 1,Agency 6,Goa,West + Central India,Healthcare,Education Loan
139,18443,18442,Q75576265853678G,Fpvclf Hhlohc,11,SMA 2,Agency 6,Gujarat,West + Union Territories,Food and Beverage,Personal Loan
1365,19090,385,Q70675681529455R,Iavcoa Hzvnmw,13,SMA 1,Agency 3,Maharashtra,Northeast + Central India,Healthcare,Mortgage Loan
1871,174535,174534,P71175610219543V,Ithfoz Bpguyp,13,SMA 2,Agency 3,Dadra and Nagar Haveli and Daman and Diu,Northeast + Union Territories,Energy,Mortgage Loan
156,1901,1900,G39608026185183M,Xsmyrs Jdkckj,19,SMA 0,Agency 6,Arunachal Pradesh,Central + Union Territories,Pharmaceuticals,Education Loan
2171,71333,71332,T55519082851705C,Wuopwe Rbtsmf,18,SMA 0,Agency 2,Assam,North + East India,Energy,Overdraft Facility
1005,32379,32378,B51554344621704B,Egkqws Peksxa,16,SMA 0,Agency 2,Manipur,North + West India,Technology,Business Loan
1585,244372,149007,H73808651517449U,Sbmgdr Atonbh,18,SMA 2,Agency 6,Meghalaya,North + Northeast India,Technology,Overdraft Facility
369,32784,32783,T51140848551357Z,Zbgjps Vrjant,12,SMA 0,Agency 1,Mizoram,North + Central India,Food and Beverage,Loan Against Property
2390,200937,122102,V38559917288726P,Wtgwer Bbtupf,10,SMA 0,Agency 1,Nagaland,North + Union Territories,Pharmaceuticals,Education Loan
400,82881,82880,V90604228219549G,Zpwjem Hmlrea,17,SMA 0,Agency 5,Tripura,South + East India,Technology,Mortgage Loan
2245,181493,107545,E99342250048072N,Jgntgw Eilaud,18,SMA 1,Agency 6,and the hill states of Himachal Pradesh,South + West India,Pharmaceuticals,Personal Loan
1942,61403,61402,D35233297452858W,Hxrknq Ykkuhw,19,SMA 1,Agency 7,Tripura,South + Northeast India,Energy,Car Loan
1605,208191,208190,W77415072680900O,Vplzig Deghhl,16,SMA 2,Agency 6,and Sikkim,South + Central India,Telecommunications,Education Loan
836,72271,72270,R18582951012664M,Dzxfww Aajedt,11,SMA 1,Agency 1,Chhattisgarh,South + Union Territories,Energy,Loan Against Property
988,146137,146136,W51314944407893H,Zokwgt Afqpqm,15,SMA 2,Agency 1,Madhya Pradesh,East + West India,Automotive,Business Loan
892,225575,144268,B79747209616836L,Uhxwag Gtsftt,17,SMA 0,Agency 8,Andaman and Nicobar Islands,East + Northeast India,Healthcare,Car Loan
196,128038,128037,S55713685731842H,Yyefby Eorqhk,18,SMA 1,Agency 7,Chandigarh,East + Central India,Automotive,Home Loan
2275,79401,79400,T81013434363881X,Myoqko Zdcktl,17,SMA 0,Agency 8,Dadra and Nagar Haveli and Daman and Diu,East + Union Territories,Automotive,Loan Against Property
356,159397,159396,X37123859811491H,Vqwbzt Aaypnh,10,SMA 2,Agency 7,Lakshadweep,West + Northeast India,Automotive,Loan Against Property
1067,148216,148215,B70215483600230Y,Vvtxyg Kinzpy,19,SMA 0,Agency 7,Puducherry,West + Central India,Healthcare,Gold Loan
2204,113394,50349,D15227902207613T,Fjqlnt Paoruu,19,SMA 2,Agency 2,Delhi,West + Union Territories,Energy,Education Loan
494,79180,76546,B83738981004032E,Mqteik Xsqxha,17,SMA 1,Agency 4,Haryana,Northeast + Central India,Finance,Gold Loan
1798,140553,140552,S33245606260236U,Fzupeh Bgmhgy,12,SMA 1,Agency 7,Himachal Pradesh,Northeast + Union Territories,Pharmaceuticals,Overdraft Facility
1328,23001,23000,L40212022592359F,Nlytuw Hkdofw,13,SMA 1,Agency 1,Jammu and Kashmir,Central + Union Territories,Finance,Loan Against Property
732,177870,142146,S77270788785267D,Fgvuyk Elclcc,15,SMA 1,Agency 8,Punjab,North + East India,Pharmaceuticals,Consumer Durable Loan
221,185752,185751,H30756949912484D,Cyprpy Haqxlp,12,SMA 1,Agency 4,Rajasthan,North + West India,Manufacturing,Overdraft Facility
341,159947,17425,D84359448983337G,Qtkloj Ftxvmt,14,SMA 0,Agency 7,Uttar Pradesh,North + Northeast India,Retail,Personal Loan
1512,198963,13285,R15659962871222I,Oberbh Azvnha,16,SMA 2,Agency 2,Uttarakhand,North + Central India,Manufacturing,Overdraft Facility
2200,214287,27882,T31414039530208J,Lprize Kzjrrl,19,SMA 1,Agency 2,Andhra Pradesh,North + Union Territories,Telecommunications,Overdraft Facility
1324,22085,22084,D19685327829509G,Iyfdxb Bqzbcd,18,SMA 1,Agency 6,Karnataka,South + East India,Technology,Personal Loan
1367,176901,77113,V54811300967603J,Uawicw Diwmes,13,SMA 1,Agency 5,Kerala,South + West India,Telecommunications,Business Loan
839,162273,67380,W61815433313614Z,Ycvjrq Ddangg,16,SMA 1,Agency 3,Tamil Nadu,South + Northeast India,Manufacturing,Loan Against Property
2116,109371,108139,Y32702260600215G,Vdaizl Dqtvhb,15,SMA 0,Agency 4,Telangana,South + Central India,Healthcare,Gold Loan
2428,15765,15764,R42225965247017V,Lzyjts Yavlxr,17,SMA 0,Agency 7,Bihar,South + Union Territories,Finance,Gold Loan
1634,42674,42673,P87715277043284D,Ybtwil Fhsvfz,17,SMA 2,Agency 8,Jharkhand,East + West India,Technology,Consumer Durable Loan
463,172893,23266,L78645314030984L,Vmunmu Drgotr,13,SMA 2,Agency 7,Odisha,East + Northeast India,Technology,Personal Loan
1724,128100,128099,X62525138459981R,Nwqrar Crajbr,14,SMA 0,Agency 3,West Bengal,East + Central India,Manufacturing,Home Loan
1403,35983,29988,O33013673637216D,Chjzcz Kefhji,17,SMA 1,Agency 5,Sikkim,East + Union Territories,Technology,Gold Loan
944,87470,87469,N99578191353213Z,Qwiwdu Nkdsir,14,SMA 1,Agency 5,Andaman and Nicobar Islands,West + Northeast India,Pharmaceuticals,Overdraft Facility
1831,105850,49703,F47562232584651L,Zdatdq Eleqzr,11,SMA 0,Agency 7,Goa,West + Central India,Energy,Business Loan
162,198088,179793,A35276736221169S,Fscemx Putpaf,15,SMA 1,Agency 1,Gujarat,West + Union Territories,Pharmaceuticals,Loan Against Property
2320,225641,2068,X61497559956007X,Rhonho Rmiiqc,17,SMA 1,Agency 1,Maharashtra,Northeast + Central India,Energy,Consumer Durable Loan
325,88019,66469,N67045888453117B,Xwnses Ltgpag,19,SMA 2,Agency 2,Dadra and Nagar Haveli and Daman and Diu,Northeast + Union Territories,Finance,Home Loan
785,151638,151637,I99334124975725F,Ltnvde Dtmkaw,20,SMA 0,Agency 2,Arunachal Pradesh,Central + Union Territories,Finance,Home Loan
2176,62953,62952,E69472367425349W,Jielyq Hcvrdk,10,SMA 1,Agency 5,Assam,North + East India,Retail,Consumer Durable Loan
2358,40334,40333,O62747402361244U,Nrdiut Guvodr,13,SMA 2,Agency 4,Manipur,North + West India,Manufacturing,Overdraft Facility
611,52165,52164,P10254291869387T,Suwaav Bxyfif,18,SMA 1,Agency 6,Meghalaya,North + Northeast India,Telecommunications,Overdraft Facility
862,186244,186243,G65619115395457S,Iyvnjk Sqkkgt,13,SMA 2,Agency 3,Mizoram,North + Central India,Healthcare,Business Loan
968,213149,27174,B81612698734554X,Ifkgzf Xoqjvq,17,SMA 1,Agency 4,Nagaland,North + Union Territories,Healthcare,Home Loan
728,91490,91489,P83872532818955J,Jebrsv Zekdad,16,SMA 2,Agency 7,Tripura,South + East India,Food and Beverage,Business Loan
2495,67570,67569,R60775995840526B,Lzzszt Shdgmo,14,SMA 2,Agency 4,and the hill states of Himachal Pradesh,South + West India,Manufacturing,Business Loan
1377,199581,54943,S58466409942407U,Zumnpz Xgyvyz,16,SMA 1,Agency 7,Tripura,South + Northeast India,Healthcare,Home Loan
1443,222543,125790,W35219340725291M,Qsexjb Lguolc,16,SMA 1,Agency 8,and Sikkim,South + Central India,Automotive,Business Loan
1704,201753,70468,F82973090737853H,Kpgpbt Rycdgy,11,SMA 2,Agency 3,Chhattisgarh,South + Union Territories,Telecommunications,Mortgage Loan
1388,105607,105606,C95080387169076X,Vbsrky Wffuqb,19,SMA 0,Agency 6,Madhya Pradesh,East + West India,Energy,Overdraft Facility
629,75547,47583,G91441478150937I,Ohfoum Qjtcew,11,SMA 2,Agency 3,Andaman and Nicobar Islands,East + Northeast India,Manufacturing,Gold Loan
583,49190,6269,Y70307792026534U,Odnpna Jezbmm,11,SMA 2,Agency 6,Chandigarh,East + Central India,Energy,Mortgage Loan
935,23892,23891,K60355313914093W,Krpiwl Gliwis,10,SMA 2,Agency 2,Dadra and Nagar Haveli and Daman and Diu,East + Union Territories,Manufacturing,Car Loan
1226,227546,147037,Q37415732106789R,Yhyrgg Wylipt,19,SMA 2,Agency 6,Lakshadweep,West + Northeast India,Pharmaceuticals,Mortgage Loan
115,71950,71949,K86940776836551F,Zivhyn Tvudrj,13,SMA 0,Agency 1,Delhi,West + Central India,Technology,Overdraft Facility
1708,186739,25130,M27179518574636A,Kngnrf Ppfnec,18,SMA 1,Agency 6,Haryana,West + Union Territories,Automotive,Education Loan
361,83554,10463,K85274802703274O,Rkuwdu Zbzgzs,19,SMA 1,Agency 6,Himachal Pradesh,Northeast + Central India,Energy,Home Loan
675,203579,94062,P57455889575408Q,Cujple Jdckmv,14,SMA 0,Agency 5,Jammu and Kashmir,Northeast + Union Territories,Finance,Car Loan
763,217844,199165,U82689196478101S,Spspgy Wmnclr,19,SMA 1,Agency 5,Punjab,Central + Union Territories,Telecommunications,Personal Loan
936,244841,19992,H20341693910653V,Ylrfgf Bnfpiw,13,SMA 2,Agency 8,Rajasthan,North + East India,Retail,Home Loan
2046,204173,204172,L90099568216439Y,Xduoii Elfgzh,11,SMA 1,Agency 7,Uttar Pradesh,North + West India,Energy,Personal Loan
2490,19147,19146,N18201246576827C,Otzbdw Rkchdu,11,SMA 1,Agency 1,Uttarakhand,North + Northeast India,Healthcare,Mortgage Loan
236,114743,114742,F58721946069421A,Psxafq Mmrrmc,11,SMA 1,Agency 4,Andhra Pradesh,North + Central India,Manufacturing,Overdraft Facility
290,168323,168322,Z35987182102759R,Jidevd Nxswbi,17,SMA 2,Agency 8,Karnataka,North + Union Territories,Food and Beverage,Consumer Durable Loan
1734,133271,133270,S49012967437885I,Npkzwr Fwrjsl,13,SMA 0,Agency 6,Kerala,South + East India,Food and Beverage,Mortgage Loan
402,68817,68816,T10160257725966R,Eqhwlc Cdahme,11,SMA 0,Agency 8,Tamil Nadu,South + West India,Automotive,Business Loan
1486,100541,100540,D31195671272870G,Qybgea Mknwql,11,SMA 2,Agency 1,Telangana,South + Northeast India,Energy,Business Loan
1704,85757,85756,Y88641956698921Y,Fbrygr Mnpmxa,10,SMA 1,Agency 2,Bihar,South + Central India,Technology,Overdraft Facility
1592,135863,135862,W57635436632481F,Mlovou Jztprt,15,SMA 0,Agency 4,Jharkhand,South + Union Territories,Healthcare,Personal Loan
966,167128,167127,U70115095651418L,Mhucje Qkbkho,15,SMA 0,Agency 5,Odisha,East + West India,Healthcare,Consumer Durable Loan
365,244678,173035,B38319249506784B,Rdhqxb Zprpxp,15,SMA 0,Agency 6,West Bengal,East + Northeast India,Healthcare,Overdraft Facility
1117,203144,139700,U74578746814808D,Eqnuov Vgzkcl,12,SMA 2,Agency 3,Sikkim,East + Central India,Healthcare,Mortgage Loan
1525,60727,28482,P53682039843327T,Xrnnih Ejyjzj,17,SMA 2,Agency 2,Andaman and Nicobar Islands,East + Union Territories,Automotive,Personal Loan
2022,51813,51812,U76123847149509L,Nqpeqx Txvleo,12,SMA 1,Agency 1,Goa,West + Northeast India,Pharmaceuticals,Car Loan
1675,45271,45270,N33600137849903B,Flkvxd Gdqcwc,16,SMA 1,Agency 5,Gujarat,West + Central India,Finance,Loan Against Property
1385,160935,160934,E69301557835988Z,Ldfuuq Kbhgnw,13,SMA 2,Agency 4,Maharashtra,West + Union Territories,Healthcare,Personal Loan
2395,97894,97893,T32823299796565U,Kngazj Uzkyvk,14,SMA 2,Agency 8,Dadra and Nagar Haveli and Daman and Diu,Northeast + Central India,Technology,Business Loan
470,226334,197655,R28752493041027V,Lwzoya Salpbv,18,SMA 0,Agency 6,Arunachal Pradesh,Northeast + Union Territories,Retail,Overdraft Facility
569,121272,92337,P36416803768450Z,Bcwrzg Uofkwy,20,SMA 1,Agency 8,Assam,Central + Union Territories,Retail,Consumer Durable Loan
2187,114573,114572,U51359577144341I,Sbptee Mimeah,11,SMA 2,Agency 5,Manipur,North + East India,Healthcare,Education Loan
274,65667,65666,R22485234747786Z,Ehpvyb Bwfixq,11,SMA 0,Agency 7,Meghalaya,North + West India,Energy,Mortgage Loan
1760,44108,44107,L10782096715413E,Gjkmaz Sdssfk,11,SMA 0,Agency 8,Mizoram,North + Northeast India,Telecommunications,Business Loan
2001,93514,93513,Y83295288661723G,Avhmaa Ptkazg,19,SMA 2,Agency 1,Nagaland,North + Central India,Technology,Car Loan
500,85825,78853,S13799805604026Q,Sdbzts Lbjfwt,14,SMA 2,Agency 7,Tripura,North + Union Territories,Retail,Car Loan
1216,16679,16678,P72001100300568L,Ysdfex Jmjmjq,16,SMA 2,Agency 4,and the hill states of Himachal Pradesh,South + East India,Food and Beverage,Overdraft Facility
176,99488,82721,M10786909219218F,Hnufih Nmrssq,19,SMA 1,Agency 8,Tripura,South + West India,Energy,Overdraft Facility
1671,179131,179130,Z79743292703473U,Yobcgz Mqdduv,17,SMA 0,Agency 8,and Sikkim,South + Northeast India,Technology,Consumer Durable Loan
1654,243788,120938,L39704379513898S,Ofqhfh Ksgypf,13,SMA 2,Agency 7,Chhattisgarh,South + Central India,Manufacturing,Overdraft Facility
783,225326,223887,Q11314681796203O,Xvuuol Uughkm,11,SMA 1,Agency 2,Madhya Pradesh,South + Union Territories,Manufacturing,Gold Loan
308,196880,117485,Y65049469269521J,Humzfz Ktlsop,16,SMA 1,Agency 5,Andaman and Nicobar Islands,East + West India,Energy,Mortgage Loan
1673,149122,110216,U51734109853356H,Dscrto Acvmgs,17,SMA 2,Agency 1,Chandigarh,East + Northeast India,Telecommunications,Car Loan
2337,203405,7648,A57707743957434J,Fvopcl Zyzunw,15,SMA 1,Agency 8,Dadra and Nagar Haveli and Daman and Diu,East + Central India,Manufacturing,Car Loan
317,659,658,X77240549278821D,Umejnp Nhdpbw,13,SMA 1,Agency 6,Lakshadweep,East + Union Territories,Energy,Loan Against Property
1600,42775,42774,T31095992064679A,Haraes Ctglhn,12,SMA 2,Agency 8,Puducherry,West + Northeast India,Healthcare,Car Loan
622,144926,144925,Z69994281768173S,Ibrhzo Fwjeyq,15,SMA 1,Agency 2,Delhi,West + Central India,Food and Beverage,Education Loan
1299,39443,25494,B73079715182523S,Shdvmu Xqotse,11,SMA 1,Agency 3,Haryana,West + Union Territories,Food and Beverage,Business Loan
1714,151156,151155,L81090376487937N,Ycioyq Feinnt,13,SMA 0,Agency 2,Himachal Pradesh,Northeast + Central India,Finance,Personal Loan
1888,59624,22551,A37083950100094B,Zxmkno Dqawhv,10,SMA 2,Agency 7,Jammu and Kashmir,Northeast + Union Territories,Automotive,Education Loan
2132,60507,60506,F41548560657627I,Jfhxnx Unqdqi,15,SMA 2,Agency 5,Punjab,Central + Union Territories,Retail,Education Loan
1836,214223,103530,D30144491362162A,Fvqpmr Unyywj,13,SMA 1,Agency 4,Rajasthan,North + East India,Retail,Education Loan
804,179197,179196,I54943398882136C,Ucgekx Xjyudg,15,SMA 0,Agency 1,Uttar Pradesh,North + West India,Retail,Car Loan
2287,56963,56962,L83347167900614R,Rhmmej Mreckl,17,SMA 2,Agency 7,Uttarakhand,North + Northeast India,Telecommunications,Consumer Durable Loan
1317,166348,70072,P85594632361612J,Ygldmy Ndledh,12,SMA 0,Agency 7,Andhra Pradesh,North + Central India,Food and Beverage,Loan Against Property
1676,80001,45390,N61668682724833I,Zhshow Mxipdn,19,SMA 1,Agency 3,Karnataka,North + Union Territories,Technology,Car Loan
1636,236727,26435,S77880047653695N,Skqnst Melraw,20,SMA 0,Agency 3,Kerala,South + East India,Manufacturing,Personal Loan
1053,178187,23276,H82073392025680I,Hfdemh Kpesny,15,SMA 1,Agency 8,Tamil Nadu,South + West India,Telecommunications,Business Loan
434,221651,194041,S39435779478528O,Jwcljp Ugbwss,18,SMA 2,Agency 2,Telangana,South + Northeast India,Healthcare,Mortgage Loan
1668,120840,90891,T40214918315702M,Dkemau Zurqhn,11,SMA 1,Agency 5,Bihar,South + Central India,Manufacturing,Car Loan
1916,51647,51646,N77732565807626A,Bxxkxa Tudjyv,13,SMA 0,Agency 8,Jharkhand,South + Union Territories,Healthcare,Business Loan
625,121466,3097,B37719954204768I,Xhynle Muupoh,16,SMA 1,Agency 7,Odisha,East + West India,Retail,Business Loan
876,32049,13227,F21105385367090C,Hdmylh Vhwkvf,12,SMA 0,Agency 5,West Bengal,East + Northeast India,Automotive,Personal Loan
1750,43866,43865,M82850969230062B,Hnebrm Cvhvjp,15,SMA 2,Agency 2,Sikkim,East + Central India,Healthcare,Business Loan
927,114332,114331,S85527747388244F,Adjbix Kbgnfc,13,SMA 2,Agency 1,Andaman and Nicobar Islands,East + Union Territories,Manufacturing,Overdraft Facility
861,201622,99656,W21815040848135N,Bkrqng Bslqhe,14,SMA 2,Agency 2,Goa,West + Northeast India,Telecommunications,Gold Loan
2012,219403,13472,J80741265825744J,Eyevtt Xfckfw,15,SMA 2,Agency 8,Gujarat,West + Central India,Telecommunications,Consumer Durable Loan
1122,113023,110589,V27613147551789C,Rnlnvq Sukebx,13,SMA 0,Agency 7,Maharashtra,West + Union Territories,Healthcare,Overdraft Facility
1109,143530,112140,P49291047209705Y,Lavxgu Giqlww,19,SMA 1,Agency 3,Dadra and Nagar Haveli and Daman and Diu,Northeast + Central India,Automotive,Loan Against Property
2450,105370,105369,G42166346109981W,Yjqxbe Odrvwy,17,SMA 1,Agency 2,Arunachal Pradesh,Northeast + Union Territories,Energy,Personal Loan
526,134357,134356,Y68989524507126N,Yrrbdc Rdyhqk,12,SMA 1,Agency 2,Assam,Central + Union Territories,Technology,Education Loan
778,72559,72558,A29634181925161G,Rzfrzv Bpmpxi,15,SMA 0,Agency 7,Manipur,North + East India,Energy,Car Loan
2154,213858,213857,F80282845803109O,Fgtsdy Stgadm,20,SMA 0,Agency 1,Meghalaya,North + West India,Telecommunications,Gold Loan
2165,38277,38276,A31750738679452N,Ufzuws Mtzfkx,14,SMA 2,Agency 1,Mizoram,North + Northeast India,Technology,Personal Loan
2206,174306,174305,H51498862161081N,Onlmim Tracom,14,SMA 0,Agency 1,Nagaland,North + Central India,Automotive,Consumer Durable Loan
979,88057,88056,O50755798464990E,Gtfsgk Zdmsab,13,SMA 2,Agency 1,Tripura,North + Union Territories,Energy,Consumer Durable Loan
366,66444,56956,G90415900685898X,Tofkel Hrtdoc,13,SMA 0,Agency 4,and the hill states of Himachal Pradesh,South + East India,Manufacturing,Education Loan
716,167114,2891,B79824431032551G,Ywujam Wlmket,18,SMA 2,Agency 6,Tripura,South + West India,Finance,Loan Against Property
1573,48794,48793,N53314103456666N,Idxmcv Vjpqwg,12,SMA 0,Agency 6,and Sikkim,South + Northeast India,Manufacturing,Gold Loan
1680,149909,126926,F76468665159596W,Vzijon Etxzbo,13,SMA 1,Agency 6,Chhattisgarh,South + Central India,Finance,Home Loan
1556,6076,6075,R56593716309836W,Ylgtos Jbmkks,12,SMA 1,Agency 5,Madhya Pradesh,South + Union Territories,Healthcare,Home Loan
1984,37775,37774,Z89867933444864S,Toaabt Rwdhvq,19,SMA 1,Agency 4,Andaman and Nicobar Islands,East + West India,Food and Beverage,Consumer Durable Loan
539,32387,32386,K24210161184814Y,Ybolos Sejefa,19,SMA 1,Agency 2,Chandigarh,East + Northeast India,Telecommunications,Loan Against Property
2265,75062,75061,J42433488910610N,Ecvmte Vxzmfl,12,SMA 2,Agency 3,Dadra and Nagar Haveli and Daman and Diu,East + Central India,Manufacturing,Education Loan
1688,231925,3390,R21730469119192G,Ojvgsz Hjuzhu,12,SMA 2,Agency 8,Lakshadweep,East + Union Territories,Automotive,Overdraft Facility
239,144592,40823,D25766992456442A,Fcafwo Jredpz,14,SMA 2,Agency 7,Puducherry,West + Northeast India,Finance,Overdraft Facility
602,158379,153744,I22341991050607G,Wjfzxa Ewuhhb,17,SMA 1,Agency 6,Delhi,West + Central India,Pharmaceuticals,Education Loan
2309,31036,17539,N19127983949590S,Tfspza Zddmvo,11,SMA 1,Agency 8,Haryana,West + Union Territories,Telecommunications,Car Loan
367,234858,174756,F33590802229039B,Vwtihn Dfhyia,11,SMA 1,Agency 3,Himachal Pradesh,Northeast + Central India,Food and Beverage,Mortgage Loan
1453,124567,77850,J46973146690899M,Nwjbhv Spshix,17,SMA 2,Agency 1,Jammu and Kashmir,Northeast + Union Territories,Pharmaceuticals,Business Loan
817,23512,23511,M59603882719301C,Abyfzq Snovtr,10,SMA 0,Agency 3,Punjab,Central + Union Territories,Pharmaceuticals,Personal Loan
551,120713,120712,M31098797583251L,Lbknpn Zlkgwq,20,SMA 0,Agency 1,Rajasthan,North + East India,Finance,Consumer Durable Loan
238,152662,152661,S83919869787489N,Aeyyeh Brwaut,16,SMA 1,Agency 5,Uttar Pradesh,North + West India,Pharmaceuticals,Home Loan
1290,147088,147087,G70457272584205H,Jdoodg Ggblif,19,SMA 1,Agency 8,Uttarakhand,North + Northeast India,Food and Beverage,Loan Against Property
891,174954,22141,L69454504852719B,Kzwqme Rotzow,14,SMA 1,Agency 4,Andhra Pradesh,North + Central India,Food and Beverage,Car Loan
1505,161581,133244,C87965809600090Z,Gbxrdk Ynmrkk,13,SMA 1,Agency 2,Karnataka,North + Union Territories,Healthcare,Business Loan
292,19345,19344,A36288158853255L,Utqqva Rhhybk,17,SMA 0,Agency 6,Kerala,South + East India,Food and Beverage,Personal Loan
870,146148,67517,C61483334107073V,Cyuplz Wfbqaq,13,SMA 0,Agency 4,Tamil Nadu,South + West India,Pharmaceuticals,Home Loan
2181,182816,182815,U47827037303487R,Kujkyr Lkyhya,18,SMA 1,Agency 1,Telangana,South + Northeast India,Manufacturing,Loan Against Property
610,58037,36939,X64288478113283Y,Ggdzai Fbcmdi,12,SMA 1,Agency 2,Bihar,South + Central India,Healthcare,Loan Against Property
2198,238206,238205,K88977300087449R,Okudrz Etviln,12,SMA 1,Agency 3,Jharkhand,South + Union Territories,Healthcare,Overdraft Facility
932,172460,135679,S54466435918770H,Ruvdcz Zjldjl,15,SMA 1,Agency 1,Odisha,East + West India,Finance,Education Loan
2011,13892,13891,Y71166370583584N,Eagyve Wlhlnt,14,SMA 1,Agency 3,West Bengal,East + Northeast India,Retail,Education Loan
2062,237332,200754,U88224902631829W,Densdr Uqhidi,16,SMA 0,Agency 2,Sikkim,East + Central India,Pharmaceuticals,Consumer Durable Loan
662,30360,30359,F46826973775357G,Uluftq Sfostr,11,SMA 0,Agency 2,Andaman and Nicobar Islands,East + Union Territories,Technology,Overdraft Facility
2036,239872,110911,G20462979287233U,Xgvdry Gtxxoo,16,SMA 1,Agency 5,Goa,West + Northeast India,Energy,Home Loan
1451,188732,187812,H36658333817488B,Dwufhl Fscycp,19,SMA 1,Agency 4,Gujarat,West + Central India,Pharmaceuticals,Personal Loan
1591,220523,146657,M45079346794496G,Mmaezp Kigife,16,SMA 2,Agency 3,Maharashtra,West + Union Territories,Automotive,Consumer Durable Loan
2289,67335,67334,L42942540620273R,Jbeudx Mexwoj,16,SMA 0,Agency 1,Dadra and Nagar Haveli and Daman and Diu,Northeast + Central India,Healthcare,Gold Loan
1609,96258,96257,C50141833754500W,Yjitsr Hrgtik,11,SMA 2,Agency 6,Arunachal Pradesh,Northeast + Union Territories,Finance,Business Loan
426,128828,128827,O29434100316409U,Taqppq Kdvonz,12,SMA 0,Agency 3,Assam,Central + Union Territories,Healthcare,Consumer Durable Loan
1907,214558,186562,X77536035980282D,Yaoyjz Wcaafe,15,SMA 0,Agency 5,Manipur,North + East India,Food and Beverage,Business Loan
1218,119604,38516,I41747593621831Z,Crsgco Vqdxvt,17,SMA 1,Agency 3,Meghalaya,North + West India,Manufacturing,Mortgage Loan
1049,50071,50070,X71812985839053D,Smqdrv Mvfxql,15,SMA 1,Agency 3,Mizoram,North + Northeast India,Healthcare,Mortgage Loan
1117,78617,78616,X66450017853742O,Aqhlgc Jeopjp,12,SMA 1,Agency 1,Nagaland,North + Central India,Manufacturing,Gold Loan
1017,60780,60779,D68569723865942W,Aqrexb Jpufgs,12,SMA 2,Agency 3,Tripura,North + Union Territories,Finance,Gold Loan
1656,65135,65134,G43249773275369Y,Rzhdyf Noeejr,15,SMA 2,Agency 4,and the hill states of Himachal Pradesh,South + East India,Finance,Consumer Durable Loan
719,44445,44444,Y75347181261338L,Skzkej Muogax,13,SMA 2,Agency 6,Tripura,South + West India,Retail,Home Loan
1199,189535,37253,B86578388794611A,Uqxvmx Lomrpn,16,SMA 1,Agency 7,and Sikkim,South + Northeast India,Food and Beverage,Loan Against Property
838,97510,97509,C13788258247580M,Pbrelg Padpwb,17,SMA 1,Agency 2,Chhattisgarh,South + Central India,Pharmaceuticals,Gold Loan
2410,245505,32066,X72885223627494Q,Kbxpyi Bxcrma,20,SMA 1,Agency 4,Madhya Pradesh,South + Union Territories,Healthcare,Personal Loan
413,136182,48391,G98212538283027P,Roklan Dvmlxy,18,SMA 1,Agency 2,Andaman and Nicobar Islands,East + West India,Healthcare,Mortgage Loan
1299,4706,4705,F59643423251848P,Fwbtun Wqcpxa,12,SMA 1,Agency 2,Chandigarh,East + Northeast India,Retail,Business Loan
327,201310,121165,U59813429019660D,Uuoxmt Kmbcwm,11,SMA 0,Agency 6,Dadra and Nagar Haveli and Daman and Diu,East + Central India,Manufacturing,Home Loan
977,89065,89064,S62034807126408V,Tajkdt Nqdsds,17,SMA 1,Agency 2,Lakshadweep,East + Union Territories,Telecommunications,Education Loan
2488,163630,163629,H40008838895387G,Shumwk Zlzlmt,11,SMA 1,Agency 2,Puducherry,West + Northeast India,Energy,Car Loan
1096,134517,72799,X62091948388632X,Zmzkow Wivxvy,16,SMA 2,Agency 1,Delhi,West + Central India,Energy,Business Loan
1873,12623,12622,V78568955700389D,Bicber Zfefyo,15,SMA 0,Agency 3,Haryana,West + Union Territories,Healthcare,Consumer Durable Loan
1996,37004,37003,X63347671938534R,Colaxi Yzwwbt,11,SMA 1,Agency 5,Himachal Pradesh,Northeast + Central India,Retail,Loan Against Property
1729,36397,36396,E31554595294909P,Ojsztw Jtvmxf,17,SMA 2,Agency 5,Jammu and Kashmir,Northeast + Union Territories,Pharmaceuticals,Mortgage Loan
1500,136323,136322,O39191675864041H,Lrkqbf Jadttc,13,SMA 0,Agency 7,Punjab,North + East India,Technology,Personal Loan
1328,136313,131955,T56557723193876D,Ajumks Fjzvyg,12,SMA 2,Agency 3,Rajasthan,North + West India,Telecommunications,Personal Loan
